Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Kreon Finnancial Services Ltd,KREONFIN,Consumer Finance,80.908222,40.01,130.4971323,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN"
Ind Bank Housing Ltd,INDBNK,Consumer Finance,58.84,58.84,-84.05714286,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK"
Qgo Finance Ltd,QGO,Consumer Finance,47.2929456,68.02,17.84639457,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO"
Aastamangalam Finance Ltd,AASTAFIN,Consumer Finance,38.1871885,42.86,10.60755236,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN"
Inditrade Capital Ltd,INDICAP,Consumer Finance,36.32694156,15.6,18.34694018,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP"
Paragon Finance Ltd,PARAGONF,Consumer Finance,34.83725,81.97,40.50843023,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF"
Nalin Lease Finance Ltd,NLFL,Consumer Finance,34.05662874,51.93,8.868913734,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL"
Apex Capital and Finance Ltd,ACFL,Consumer Finance,26.99509968,45.6,6.012271644,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL"
JMJ Fintech Ltd,JMJFIN,Consumer Finance,26.5484,21.41,12.34809302,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN"
Karnavati Finance Ltd,KARNAVATI,Consumer Finance,24.522,2.44,-14.77228916,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI"
Anupam Finserv Ltd,ANUPAM,Consumer Finance,23.7056875,2.05,25.21881649,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM"
Easy Fincorp Ltd,EASYFIN,Consumer Finance,23.00305,938.9,-153.3536667,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN"
Indus Finance Ltd,INDUSFINL,Consumer Finance,22.2939864,24.08,29.33419263,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL"
S R G Securities Finance Ltd,SRGSFL,Consumer Finance,21.6037326,40.19,46.96463609,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL"
Gujarat Lease Financing Ltd,GLFL,Consumer Finance,20.94109212,7.72,261.7636516,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL"
Garbi Finvest Ltd,GARBIFIN,Consumer Finance,18.98024024,16.18,-21.32611263,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN"
Amforge Industries Ltd,AMFORG,Consumer Finance,17.55239864,12.2,-67.50922554,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG"
United Credit Ltd,UNITDCR,Consumer Finance,17.34739169,32.56,10.57767786,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR"
Gemstone Investments Ltd,GEMSI,Consumer Finance,15.92175,2.13,44.22708333,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI"
Tokyo Finance Ltd,TOKYOFIN,Consumer Finance,15.3063396,21.96,14.17253667,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN"
Moongipa Capital Finance Ltd,MONGIPA,Consumer Finance,15.228178,49.85,8.701816,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA"
Stellar Capital Services Ltd,STELLAR,Consumer Finance,14.8520925,5.95,-19.28843182,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR"
Abhishek Finlease Ltd,ABHIFIN,Consumer Finance,14.07087,33,78.1715,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN"
NPR Finance Ltd,NPRFIN,Consumer Finance,13.77608,23,12.6386055,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN"
DCM Financial Services Ltd,DCMFINSERV,Consumer Finance,13.03165681,5.89,-13.86346469,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV"
Kalyani Commercials Ltd,KALYANI,Consumer Finance,11.93,119.3,3.775316456,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV,KALYANI"
Gowra Leasing and Finance Ltd,GOWRALE,Consumer Finance,11.881188,39.6,5.351886486,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV,KALYANI,GOWRALE"
K Z Leasing and Finance Ltd,KZLFIN,Consumer Finance,10.3218328,33.94,14.33587889,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV,KALYANI,GOWRALE,KZLFIN"
Adinath Exim Resources Ltd,ADIEXRE,Consumer Finance,10.0807794,23.34,18.00139179,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV,KALYANI,GOWRALE,KZLFIN,ADIEXRE"
Hasti Finance Ltd,HASTIFIN,Consumer Finance,8.54170724,7.88,-16.74844557,"BAJFINANCE,JIOFIN,CHOLAFIN,SHRIRAMFIN,MUTHOOTFIN,AUBANK,SUNDARMFIN,LTF,M&MFIN,POONAWALLA,FIVESTAR,CREDITACC,AADHARHFC,CGCL,MANAPPURAM,PAISALO,SPANDANA,FUSION,REPCOHOME,INDOSTAR,SATIN,ARMANFIN,TRU,SRGHFL,COMFINTE,AFIL,CTL,PURPLEFIN,STANCAP,DELPHIFX,PML,MANCREDIT,CAPTRUST,MAHAPEXLTD,INDINFO,BAIDFIN,ASCOM,TRANSCOR,WSFX,HARYNACAP,KEYCORP,SAKTHIFIN,FMEC,CEEJAY,KREONFIN,INDBNK,QGO,AASTAFIN,INDICAP,PARAGONF,NLFL,ACFL,JMJFIN,KARNAVATI,ANUPAM,EASYFIN,INDUSFINL,SRGSFL,GLFL,GARBIFIN,AMFORG,UNITDCR,GEMSI,TOKYOFIN,MONGIPA,STELLAR,ABHIFIN,NPRFIN,DCMFINSERV,KALYANI,GOWRALE,KZLFIN,ADIEXRE,HASTIFIN"
